
ADJ MOS Arg2 مشخصه§n-12756 role_intent N POSDEP null نفر§n-13075 role
ADJ MOS Arg2 مشخصه§n-12756 role_intent PR POSDEP null نفر§n-13075 role
ADJ MOS Arg2 مشخصه§n-12756 role_intent N SBJ Arg0 null role
ADJ MOS Arg2 مشخصه§n-12756 role_intent N SBJ Arg0 null role
ADJ MOS Arg2 مشخصه§n-12756 role_intent N MOZ null نفر§n-13075 role
ADJ MOS Arg2 مشخصه§n-12756 role_intent N SBJ Arg0 نفر§n-13075 role
ADJ MOS Arg2 مشخصه§n-12756 role_intent N POSDEP null نفر§n-13075 role
ADJ MOS Arg2 مشخصه§n-12756 role_intent N SBJ Arg0 نفر§n-13075 role
ADJ MOS Arg2 مشخصه§n-12756 role_intent PR MOZ null نفر§n-13075 role
ADJ MOS Arg2 مشخصه§n-12756 role_intent PR POSDEP null نفر§n-13075 role
ADJ MOS Arg2 مشخصه§n-12756 role_intent PR MOZ null نفر§n-13075 role
ADJ MOS Arg2 مشخصه§n-12756 role_intent N MOZ null نفر§n-13075 role
ADJ MOS Arg2 مشخصه§n-12756 role_intent N MOZ null نفر§n-13075 role

N ADVRB ArgM_COM رخداد§n-13136 role_intent N POSDEP null نفر§n-13075 role
N ADVRB ArgM_COM رخداد§n-13136 role_intent N VPP Arg3 نفر§n-13075 role
N ADVRB ArgM_COM رخداد§n-13136 role_intent N SBJ Arg0 نفر§n-13075 role
N ADVRB ArgM_COM رخداد§n-13136 role_intent N OBJ Arg1 نفر§n-13075 role
N ADVRB ArgM_COM رخداد§n-13136 role_intent N OBJ Arg1 نفر§n-13075 role
N ADVRB ArgM_COM رخداد§n-13136 role_intent N POSDEP null نفر§n-13075 role
N ADVRB ArgM_COM رخداد§n-13136 role_intent N SBJ Arg0 نفر§n-13075 role
N ADVRB ArgM_COM رخداد§n-13136 role_intent PR NPP Arg3 نفر§n-13075 role
N ADVRB ArgM_COM رخداد§n-13136 role_intent PR VPP Arg3 نفر§n-13075 role
ADJ NPOSTMOD null مشخصه§n-12756 role_intent N POSDEP null نفر§n-13075 role
ADJ NPOSTMOD null مشخصه§n-12756 role_intent N VPP Arg3 نفر§n-13075 role
ADJ NPOSTMOD null مشخصه§n-12756 role_intent N SBJ Arg0 نفر§n-13075 role
ADJ NPOSTMOD null مشخصه§n-12756 role_intent N OBJ Arg1 نفر§n-13075 role
ADJ NPOSTMOD null مشخصه§n-12756 role_intent N OBJ Arg1 نفر§n-13075 role
ADJ NPOSTMOD null مشخصه§n-12756 role_intent N POSDEP null نفر§n-13075 role
ADJ NPOSTMOD null مشخصه§n-12756 role_intent N SBJ Arg0 نفر§n-13075 role
ADJ NPOSTMOD null مشخصه§n-12756 role_intent PR NPP Arg3 نفر§n-13075 role
ADJ NPOSTMOD null مشخصه§n-12756 role_intent PR VPP Arg3 نفر§n-13075 role
ADV ADVRB Arg2 مشخصه§n-12756 role_intent N POSDEP null نفر§n-13075 role
